タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
新しく購入したスマートフォンは、画面に小さな傷がありましたが、機能には問題ありません。全体的には満足しています。",6,2.5,0,317
　,"　
このジャケットは色合いが素敵ですが、裏地に少しほつれが見つかりました。しかし、着心地は良好で気に入っています。","1,6",2.5,0,317
　,"　
中古のゲーム機を購入しましたが、外観には目立つ傷がなく、状態は非常に良いです。動作も問題なく、楽しく遊んでいます。",6,2.5,0,317
　,"　
この靴は新品同様の状態で届きました。サイズもピッタリで、履き心地も良く、非常に満足しています。","1,6",2.5,0,317
　,"　
新しく購入した靴はデザインが気に入ったものの、右足のつま先に小さな傷があり、少しがっかりしました。","1,6",2.5,0,336
　,"　
このスマートフォンは動作が非常にスムーズですが、画面に微細なひびが入っているのを見つけてしまい、残念な気持ちです。","1,6",2.5,0,336
　,"　
購入したコートは暖かくて質感も良かったですが、届いた時にボタンが一つ外れていて修理が必要でした。","1,6",2.5,0,336
　,"　
この炊飯器はご飯が美味しく炊けるのですが、内釜に傷がついており、長く使えるか心配です。","1,6",2.5,0,336
　,"　
新しく購入したスニーカーが届いたのですが、右足のつま先部分に小さな傷がついていました。商品説明には「新品」と記載されていたため、少し残念に思いました。",6,2.5,0,339
　,"　
家電製品として購入した電子レンジの状態は良好で、動作も問題ありませんでしたが、外装に小さなへこみがありました。全体的には満足していますが、見た目が気になる方にはおすすめできません。",6,2.5,0,339
　,"　
衣類を購入したところ、タグには「未使用」と記載されていましたが、実際には数か所に目立つシミがありました。返品を考えていますが、サイズ感やデザインは気に入っているだけに残念です。","1,6",2.5,0,339
　,"　
購入した中古のカメラは、動作には問題ありませんが、レンズ部分に細かい傷がいくつかありました。価格が安かった分、仕方ないかなとも思いますが、もう少し詳しい状態説明があればよかったです。","3,6",2.5,0,339
　,"　
購入した靴はほぼ新品同様で、傷もなく、とても満足しています。配送も迅速で、サービスも良かったです。","6,7",2.5,0,348
　,"　
このタブレットは中古で購入しましたが、画面に小さな傷があるものの、動作は快適で問題ありません。サポートセンターの対応も親切でした。",6,2.5,0,348
　,"　
ジャケットを注文しましたが、思ったよりも状態が良く、色も鮮やかで大変気に入りました。お礼のメッセージも添えられていて嬉しかったです。","1,6",2.5,0,348
　,"　
中古のデジタルカメラを購入しましたが、外観は綺麗で、レンズにも傷が見当たらず、非常に満足しています。発送もスムーズでした。","6,7",2.5,0,348
　,"　
購入した靴は、箱が少し潰れていましたが、靴自体は新品同様で、履き心地も良くて満足しています。","1,6",2.5,0,384
　,"　
中古のカメラを注文しましたが、外観に小さな傷がありました。ただ、機能には問題がなく、撮影もスムーズに行えています。",6,2.5,0,384
　,"　
このスマートフォンは、配送時に画面に小さな傷がついていましたが、動作は快適で、性能には全く不満がありません。",6,2.5,0,384
　,"　
購入した家具は、組み立て時に一部のネジが欠けていたものの、全体としてはしっかりしていて、デザインも気に入っています。","1,6",2.5,0,384
　,"　
商品が届いた時はとても楽しみにしていたのですが、残念ながらスニーカーの片方に傷がついていました。返品を考えましたが、デザインが気に入ったのでそのまま履くことにしました。","1,6",2.5,0,411
　,"　
こちらの電子レンジは使いやすさに満足していますが、開封時に内部に小さな凹みを発見しました。商品自体の機能には問題ないと思いますが、見た目が気になる方にはお勧めできません。","1,6",2.5,0,411
　,"　
購入した衣類はサイズ感がちょうど良く、素材も気に入りましたが、残念ながら洗濯後に色落ちがありました。商品の状態は良いと思いましたが、色落ちに関する注意書きがあれば良かったです。","1,6",2.5,0,411
　,"　
このタブレットは非常に使いやすいですが、初めて充電した際に充電器に不具合があることに気付きました。メーカーに連絡したところ、すぐに新しい充電器を送ってもらえたので、対応は満足しています。","1,6",2.5,0,411
　,"　
このテレビは到着したときに傷がついており、非常に残念でしたが、カスタマーサービスの対応が親切だったので安心しました。",6,2.5,0,417
　,"　
先日購入した靴は、履いた瞬間から快適でしたが、左足のかかと部分に小さな傷が見つかりました。",6,2.5,0,417
　,"　
このスマートフォンは状態が良く、バッテリーの持ちも素晴らしいですが、配送時に箱が潰れていたのが気になりました。","6,7",2.5,0,417
　,"　
衣類の品質は良いですが、届いた時に一部の縫い目がほつれていたため、少し不満が残ります。",6,2.5,0,417
　,"　
商品が届いた時、外箱は少し凹んでいましたが、中の靴は無傷でとても気に入りました。特にフィット感が良く、履き心地も最高です。","1,6",2.5,0,455
　,"　
昨日届いたコーヒーメーカーですが、説明書が欠けていました。お店に連絡したところ、迅速に対応してもらえたので、安心しました。","1,6",2.5,0,455
　,"　
衣類を購入しましたが、タグが外れていて新品とは思えない状態でした。返品を希望したところ、スムーズに手続きが進んだので助かりました。",6,2.5,0,455
　,"　
持ち手が壊れていた水筒が届きましたが、サポートチームに連絡したら、すぐに交換品を送ってくれるとのことでした。対応が早くて満足しています。",6,2.5,0,455
　,"　
このスマートフォンは思った以上に状態が良く、傷一つありませんでした。操作もスムーズで、満足しています。発送も迅速で、梱包がしっかりしていたのも嬉しかったです。","6,7",2.5,0,488
　,"　
購入したジャケットは、色褪せや汚れがなく、まるで新品のようでした。ただ、サイズが少し大きかったのが残念です。カスタマーサービスに問い合わせたところ、丁寧に対応してもらえました。",6,2.5,0,488
　,"　
この掃除機は、使用感があまり良くなく、音がうるさいのが気になります。商品に小さな傷がありましたが、返品手続きはスムーズでした。サポートチームの対応は親切でした。","1,6",2.5,0,488
　,"　
購入したランニングシューズは、到着時に左右の靴の状態が異なり、一方には小さな傷がありました。返品をお願いしたところ、すぐに新しいものを送ってくれたので安心しました。サービスには満足しています。",6,2.5,0,488
　,"　
新しく購入した靴は非常に快適ですが、右足のかかと部分に小さな傷があったのが残念です。",6,2.5,0,494
　,"　
このタブレットは動作がスムーズで使いやすいですが、画面に微細な傷がいくつか見受けられます。","1,6",2.5,0,494
　,"　
洗濯機はよく洗えて満足していますが、外装に小さなへこみがあり、見た目が少し気になります。","1,6",2.5,0,494
　,"　
購入したソファは座り心地が良いですが、届いたときに一部の縫い目がほつれていたのが気になりました。","1,6",2.5,0,494
　,"　
新しく購入したスマートフォンが届いたのですが、画面に小さな傷が見つかりました。返品を考えましたが、使ううちに気にならなくなりました。サポートセンターに問い合わせたところ、丁寧に対応してくれたのが印象的でした。",6,2.5,0,498
　,"　
購入したジャケットはデザインは気に入ったのですが、肩の部分に糸のほつれがありました。返品を検討しましたが、手元で修繕できると思いそのまま使用することにしました。ショップの対応はとても良かったです。","1,6",2.5,0,498
　,"　
先日届いた掃除機は動作に問題はなかったものの、本体に小さな凹みがありました。オンラインでのカスタマーサービスは迅速で、交換についても快く対応してくれました。商品の状態には少し不満が残りますが、サービスには満足しています。",6,2.5,0,498
　,"　
新しく買った靴が届いた際、片方の靴のつま先部分に目立つ傷がありました。返品するか迷いましたが、履いてみると気にならなかったのでそのまま使っています。店舗の対応は良好でしたが、商品状態にはもう少し気を使ってほしいです。",6,2.5,0,498
　,"　
このシャツはデザインが気に入って購入しましたが、届いた時に袖口に小さなほつれがありました。全体的な状態は良いですが、品質管理に少し不安を感じました。",6,2.5,0,715
　,"　
電話が届いた際、外箱は問題なかったのですが、本体に小さな傷がいくつか見受けられました。機能は問題なく動作していますが、新品とは思えない状態に少しがっかりしました。",6,2.5,0,715
　,"　
このスニーカーは履き心地が良くて気に入っているのですが、購入した時に左足のかかと部分に小さな傷がありました。返品を考えましたが、履いてしまったのでそのまま使うことにしました。","1,6",2.5,0,715
　,"　
家電製品を購入したところ、外観はきれいでしたが、説明書に破れがありました。商品自体は正常に動作しているので、大きな問題ではありませんが、もう少し丁寧に扱ってほしいと思いました。",6,2.5,0,715
　,"　
商品が届いた際、表面に小さな傷がいくつか見受けられましたが、機能には問題がなかったため、使用には支障がありませんでした。ただ、もう少し丁寧に梱包していただけると嬉しいです。",6,2.5,0,48
　,"　
注文したTシャツが届いたのですが、サイズが思ったよりも小さく、フィット感がありませんでした。返品手続きはスムーズに進んだため、カスタマーサービスには満足していますが、商品状態には少し不満があります。","1,6",2.5,0,48
　,"　
こちらのイヤフォンは音質が素晴らしいのですが、左側のイヤーパッドが少し剥がれている状態でした。特に大きな問題ではないため、使い続けていますが、次回はもう少しチェックしてほしいです。","1,6",2.5,0,48
　,"　
昨日届いた靴は、底に小さな汚れがあったものの、全体的にはきれいな状態でした。サービス担当者が迅速に対応してくれたおかげで、気持ちよく購入できましたが、やはり商品チェックは厳重にしてほしいです。",6,2.5,0,48
　,"　
この洗濯機は届いた時に外装に小さな傷がありましたが、機能には問題がなかったのでそのまま使用しています。洗濯の仕上がりも満足しており、特に脱水機能が優れていると思います。ただ、配達時に丁寧に扱われているか心配でしたが、特に大きなトラブルはありませんでした。","1,6",2.5,0,129
　,"　
最近購入したこのスマートフォンは、画面に微細な傷がありましたが、使用には支障がないため、そのまま使い続けています。バッテリーの持ちも良く、カメラの画質も期待以上でした。サービス対応も迅速で、初期設定で困ったときにサポートに連絡したらすぐに解決しました。","1,6",2.5,0,129
　,"　
この靴を購入した際、箱が少し潰れていたものの、中の靴は新品同様で問題ありませんでした。履き心地も良く、デザインも気に入っています。配送に関しても、時間通りに届き、配達員の方が丁寧に扱ってくれたのが印象的でした。","1,6,7",2.5,0,129
　,"　
購入したデスクは、組み立ててみると天板の一部に小さな凹みが見つかりましたが、全体的にはしっかりした作りで満足しています。引き出しもスムーズに開閉でき、収納力も抜群です。配送時のサポートも良く、安心して受け取ることができました。","1,6,7",2.5,0,129
　,"　
新しく購入したスニーカーが届いたとき、箱の中に小さな汚れがついていて少し残念でした。商品自体のデザインは素晴らしいのですが、状態にはもう少し気を使ってほしかったです。","1,6",2.5,0,145
　,"　
電子レンジを使い始めたら、内側に小さな傷がいくつか見つかりました。性能は予想以上に良いのですが、見た目の状態が気になってしまいます。","1,6",2.5,0,145
　,"　
先日、シャツを注文したのですが、届いたときに思っていたよりも生地が薄く、縫製に少し雑な部分がありました。全体的には着心地が良いのに、商品の状態にもう少し注意が必要だと思います。","1,6",2.5,0,145
　,"　
購入したタブレットは機能的には満足なのですが、裏面に目立つ傷があったのが残念です。新品だと思っていただけに、状態に関してはもう少し確認してほしかったです。","1,6",2.5,0,145
　,"　
最近購入したBluetoothスピーカーは、音質が素晴らしくて大満足です。ただ、届いた時に箱が少しへこんでいたのが残念でした。しかし、中身は無傷で動作も問題なく、コストパフォーマンスに優れていると思います。","1,3,6",2.5,0,153
　,"　
友人へのプレゼントとして選んだハンドバッグは、デザインがとても気に入っています。ただ、商品の裏側に小さな汚れが付いていたのが気になりました。交換を考えましたが、全体的には満足しているのでこのまま使います。","1,6",2.5,0,153
　,"　
購入したノートパソコンは、性能が期待以上で大変満足しています。しかし、到着した際にキーボードの一部が少し浮いているのを見つけました。すぐにサポートに連絡したところ、迅速に対応してもらえたので安心しました。","1,3,6",2.5,0,153
　,"　
新しいランニングシューズを買ったのですが、履き心地が最高です。ただ、右足の内側に小さな傷があったのが気になりました。使用には問題なかったので、そのまま使っていますが、次回はもっと注意深く確認したいです。","1,6",2.5,0,153
　,"　
商品が届いたとき、箱に大きなへこみがあり、開けてみると商品自体にも小さな傷がありました。返品を考えましたが、機能には問題がなさそうなので、使うことにしました。",6,2.5,0,159
　,"　
新しく購入した靴は、外見が非常に綺麗で、履き心地も良かったのですが、右足の内側に小さなほつれを見つけてしまいました。対応していただけるとのことですが、少し残念です。","1,6",2.5,0,159
　,"　
先日購入したスマートフォンが届いたとき、箱が破損しており中のスマートフォンにも目立つ傷がありました。すぐにカスタマーサービスに連絡しましたが、交換してもらえるか心配です。",6,2.5,0,159
　,"　
この洋服はデザインが素晴らしく、サイズもピッタリでしたが、届いたときにボタンが一つ外れていました。修理は自分でできるので問題ありませんが、最初からしっかりしていてほしかったです。","1,6",2.5,0,159
　,"　
商品が届いた際、外箱に少し傷がありましたが、中身は完璧な状態でした。使用するのが楽しみです。",6,2.5,0,169
　,"　
購入した靴は、色合いが写真と少し異なり、サイズも少し小さかったですが、全体的には満足しています。返品の対応も迅速でした。","1,6",2.5,0,169
　,"　
先日購入したスマートフォンは、動作も問題なく、外観も傷一つなく非常に良い状態でした。大変満足しています。",6,2.5,0,169
　,"　
衣類のレビューですが、到着した時にシワが多く付いていたのが残念でした。しかし、素材自体はしっかりしていて、着心地も良いです。","1,6",2.5,0,169
　,"　
商品が届いた時、箱に大きなへこみがありました。中の靴は問題なかったものの、包装が雑で少し残念です。",6,2.5,0,182
　,"　
電子レンジを購入したところ、内部に小さな傷が見つかりました。ただし、機能には影響がないので、そのまま使っています。",6,2.5,0,182
　,"　
衣類が届いた際、タグが切れていて少し不安になりましたが、実際に着てみるとサイズも良く、質感も満足です。","1,6",2.5,0,182
　,"　
スマートフォンを注文したところ、画面に微細な傷がありました。性能は問題ないものの、見た目が気になってしまいます。",6,2.5,0,182
　,"　
この靴はデザインが気に入って購入しましたが、届いたときに左足のかかと部分に小さな傷がありました。返品の手続きをしたところ、迅速に対応していただけたので助かりました。","1,6",2.5,0,193
　,"　
家電製品としては非常に便利で満足していますが、初めに届いたものには明らかに凹みがありました。カスタマーサービスに連絡したところ、すぐに交換してもらえたのは良かったです。",6,2.5,0,193
　,"　
このバッグはとても使いやすいですが、到着した際に内側のポケットの縫い目がほつれていました。すぐに修理を依頼したところ、対応が早くて助かりました。","1,6",2.5,0,193
　,"　
購入したタブレットは性能が素晴らしいのですが、画面に小さな傷があったのが残念でした。サポートに連絡したら、すぐに代替品を送ってくれると約束してくれたので、安心しました。","1,6",2.5,0,193
　,"　
新しく購入したスマートフォンですが、画面に傷がついていました。返品を検討しています。",6,2.5,0,196
　,"　
家電製品の配送が遅れた上に、到着した時に外箱がかなり傷んでいました。中身は無事でしたが、気分が良くありませんでした。","6,7",2.5,0,196
　,"　
購入した靴は快適ですが、最初から片方の靴の縫い目がほつれていて、少し残念でした。サービス対応には感謝しています。",6,2.5,0,196
　,"　
新しく購入したノートパソコンは、外観がほぼ新品のようで非常に満足しています。しかし、電源ボタンがたまに反応しない時があり、その点が少し不安です。",6,2.5,0,203
　,"　
衣類をネットで購入したところ、状態が「良い」との説明でしたが、実際には小さなほつれが見つかりました。返品するか迷いましたが、手軽に直せそうなのでそのまま使うことにしました。",6,2.5,0,203
　,"　
中古のスマートフォンを買ったのですが、画面に微細な傷が多く、期待していた「良好な状態」とは言い難いものでした。サービス対応は迅速でしたが、商品の状態にはがっかりしました。",6,2.5,0,203
　,"　
先日購入したスニーカーは、思っていた以上に傷が多くてショックでした。状態が良いと記載されていたのに、実際は使用感が強く、サービスに連絡して返品を依頼しました。",6,2.5,0,203
　,"　
この靴はデザインが気に入って購入しましたが、到着した時に右足のかかと部分に小さな傷がありました。返品を考えましたが、返品手続きが煩雑だったので、傷の部分を気にせず履いています。全体的には履き心地も良く、満足していますが、商品状態には少し不満があります。","1,6",2.5,0,258
　,"　
新しく買ったタブレットは見た目が美しく、動作も快適ですが、充電ポートの接触が悪く、充電ができない時がありました。サポートに連絡したところ、迅速に対応してくれて、交換品を送ってもらいました。商品に不具合があったのは残念ですが、サービスの対応が良かったので安心しました。","1,6",2.5,0,258
　,"　
購入したジャケットは、色合いや素材がとても気に入っていますが、届いた時に一部のボタンが外れていました。自分で付け直しましたが、初めからしっかりとした状態で届いていればよかったです。全体的には満足していますが、商品の品質管理には改善の余地があると感じます。","1,6",2.5,0,258
　,"　
このヘッドフォンは音質が素晴らしいですが、右側のイヤーカップに小さな傷がありました。使用には問題ありませんが、新品を期待していただけに少しがっかりしました。カスタマーサポートは非常に親切で、次回の購入時にはもう少しチェックしてもらえると嬉しいです。","1,6",2.5,0,258
　,"　
スマートフォンを購入したのですが、初めて開封した時に画面に小さな傷がありました。返品をお願いしたところ、迅速に対応してもらえたので助かりました。",6,2.5,0,266
　,"　
トレーナーを買ったのですが、タグが外れていて新品とは思えない状態でした。お店に連絡したら、新しいものと交換してもらえたので、最終的には満足しています。",6,2.5,0,266
　,"　
購入したヘッドフォンは音質が素晴らしいですが、右側のイヤーパッドが少し剥がれかけていました。カスタマーサポートに連絡したら、すぐに交換手続きをしてくれました。","1,6",2.5,0,266
　,"　
家電製品を注文した際、到着したものが動作不良でした。すぐにサポートに連絡したところ、丁寧に対応してもらい、新しい商品がすぐに送られてきました。",6,2.5,0,266
　,"　
新しく購入したジャケットはデザインが気に入ったのですが、届いたときに袖口に小さな汚れがあったのが残念でした。","1,6",2.5,0,287
　,"　
スマートフォンを購入したところ、画面に小さな傷があり、少しがっかりしましたが、機能自体は問題ありませんでした。",6,2.5,0,287
　,"　
この靴はとても履き心地が良いですが、届いた際に右足のかかと部分が少し擦り切れていたのが気になりました。","1,6",2.5,0,287
　,"　
お皿セットを注文したのですが、一つが割れて届いたため、返品手続きをしなければならず、サービス対応には不満が残ります。",6,2.5,0,287
　,"　
商品が届いたとき、箱はしっかりしていましたが、商品自体には小さな傷がありました。しかし、機能は問題なく動いているので、使用には支障がありません。サービス対応も良く、安心して購入できました。",6,2.5,0,311
　,"　
通販で購入した靴が届きましたが、思っていたよりも色が違いました。商品自体は状態が良く、履き心地も抜群なので、返品するつもりはありません。次回はもっと詳しく色を確認しようと思います。","1,6",2.5,0,311
　,"　
家電製品を購入したところ、説明書が不十分で少し戸惑いましたが、商品自体はとても良い状態でした。特に動作音が静かで、期待以上のパフォーマンスを発揮しています。サポートセンターに問い合わせた時も親切に対応してもらえました。","1,6",2.5,0,311
　,"　
新しく購入したソファは、配送時に少し擦り傷がついてしまったようですが、全体的には非常に清潔で気に入っています。クッションも柔らかく、座り心地が良いので、傷のことは気にしないことにしました。サービスに関しては、配送業者の方が丁寧に扱ってくれたので感謝しています。","1,6,7",2.5,0,311
　,"　
購入したスマートフォンは中古品でしたが、画面に目立った傷もなく、非常に良い状態で届きました。バッテリーの持ちも良く、満足しています。",6,2.5,0,317
　,"　
新しく買った靴は、箱が少し凹んでいましたが、靴自体は新品同様で、履き心地も抜群です。発送も早くて助かりました。","6,7",2.5,0,317
　,"　
洗濯機の中古品を購入しましたが、外観に少し傷があるものの、動作は非常に良好で、洗浄力にも満足しています。業者の対応も丁寧でした。","1,6",2.5,0,317
　,"　
購入したデジタルカメラは、レンズに小さな傷があったものの、写真の画質は素晴らしく、全体的に良い状態でした。カスタマーサービスも迅速に対応してくれました。","1,6",2.5,0,317
　,"　
この靴はデザインが素晴らしいですが、購入した時に右足のかかと部分に傷があったのが残念でした。","1,6",2.5,0,336
　,"　
商品の状態は良好でしたが、届いた際に一部の部品が欠品していたため、サービスセンターに連絡しました。",6,2.5,0,336
　,"　
新しいタブレットを購入しましたが、画面に小さな傷があり、少しがっかりしています。対応は迅速でしたが、商品には満足できませんでした。",6,2.5,0,336
　,"　
洗濯機の性能は素晴らしいですが、届いた時に外装にへこみがあり、見た目が気になりました。カスタマーサービスは丁寧でしたが、状態には不満があります。","1,6",2.5,0,336
　,"　
新しく購入したスニーカーが届いたのですが、片方の靴に明らかな傷があり、非常に残念でした。デザインは気に入っているだけに、状態の悪さが目立ちます。","1,6",2.5,0,339
　,"　
家電製品を注文したところ、届いた時点で動作不良がありました。購入前のレビューでは良好な状態と記載されていたため、非常にがっかりしています。",6,2.5,0,339
　,"　
購入した中古のカメラは、外観はきれいでしたが、動作確認をしたところ、シャッターが正常に作動しませんでした。期待していただけに、非常に残念です。",6,2.5,0,339
　,"　
衣類を購入したところ、タグが外れた状態で届きました。新品と記載されていたのに、これは非常に不快です。返品を考えています。",6,2.5,0,339
　,"　
新しく購入したスマートフォンは、外観に傷がなく、動作も非常にスムーズで満足しています。特にバッテリーの持ちが良いのが嬉しいです。","1,6",2.5,0,348
　,"　
購入したジャケットは、色あせやほつれが一切なく、まるで新品のような状態でした。発送も迅速で、丁寧な梱包に感謝しています。","6,7",2.5,0,348
　,"　
中古のカメラを購入しましたが、レンズに小さな傷がありました。それでも、機能は問題なく動作しているので満足しています。",6,2.5,0,348
　,"　
この靴は中古品でしたが、ほとんど使用感がなく、非常に状態が良かったです。おまけに、親切なサービスで嬉しかったです。",6,2.5,0,348
　,"　
商品が届いた時、外箱に少し傷がありましたが、内部のガジェットは全く問題なく動作しています。特に、機能面では非常に満足です。","1,6",2.5,0,384
　,"　
購入した靴は、試着用のための小さな傷がありましたが、履いてみると快適で、デザインも気に入っています。傷は気にならない程度でした。","1,6",2.5,0,384
　,"　
中古のカメラを購入しましたが、外観に擦り傷がいくつかありました。しかし、レンズはきれいで、撮影結果には満足しています。","1,6",2.5,0,384
　,"　
新しく買った掃除機は、外装に若干の凹みが見受けられましたが、性能には全く問題がなく、吸引力も強力です。お得感がありました。","1,3,6",2.5,0,384
　,"　
商品が届いた時、外箱に凹みがありましたが、中身は無事でした。ただ、商品の表面に小さな傷があり、少し残念に思っています。この価格ならもう少し丁寧に検品してほしいです。","3,6",2.5,0,411
　,"　
期待していた通りの性能ですが、付属のケーブルが短すぎて使いにくいです。また、商品の状態も新品とは言えないほどの擦り傷がいくつか見受けられました。もう少し状態を確認してから発送してほしかったです。","1,6",2.5,0,411
　,"　
発送は迅速でしたが、商品を開封すると、明らかに使用感のある汚れがあり驚きました。説明では新品と記載されていたため、がっかりしています。返品を検討中です。","6,7",2.5,0,411
　,"　
購入した服はサイズ感がぴったりで気に入っていますが、タグに小さな破れがありました。これが新品として販売されているのは少し疑問です。商品説明にもう少し詳しい情報があれば良かったのにと思います。","1,6",2.5,0,411
　,"　
このスマートフォンは新品同様の状態で届き、とても満足しています。",6,2.5,0,417
　,"　
購入したジャケットには目立った傷があり、少し残念でしたが、交換対応がスムーズでした。",6,2.5,0,417
　,"　
電子レンジの動作も良好で、外観もきれいでしたので、買ってよかったです。",6,2.5,0,417
　,"　
以前購入した靴に小さな傷があったものの、カスタマーサービスが親切に対応してくれました。",6,2.5,0,417
　,"　
商品が届いた時、外箱に大きな傷があり、中の商品も少し凹んでいました。返品を考えていますが、カスタマーサービスの対応は迅速でした。",7,2.5,0,455
　,"　
購入したジャケットはとても暖かく、デザインもいいのですが、到着時に袖口に小さな汚れが付いていたのが残念です。交換をお願いしたところ、すぐに新しいものを送ってくれました。","1,6",2.5,0,455
　,"　
このスマートフォンは機能的には問題ありませんが、画面に小さな傷がありました。サポートチームに連絡したら、保証で修理できるとのことでした。","1,6",2.5,0,455
　,"　
家電製品を購入したのですが、届いた時に電源コードが折れていました。カスタマーサービスに問い合わせたところ、すぐに新しいコードを送ってくれるとの返事がありました。",6,2.5,0,455
　,"　
ホワイトのコーヒーメーカーを購入しましたが、到着した商品に小さなキズがありました。返品を考えましたが、カスタマーサポートが迅速に対応してくれたので、安心しました。",6,2.5,0,488
　,"　
このスニーカーはデザインが気に入って購入しましたが、届いた時に左足の靴底が少し剥がれていました。すぐに交換してもらえたので、最終的には満足しています。","1,6",2.5,0,488
　,"　
購入したシャツはサイズ感がぴったりでしたが、残念ながら色が思っていたよりも薄かったです。ただ、返品手続きがスムーズだったので、ストレスなく新しいものを手に入れられました。","1,6",2.5,0,488
　,"　
このスマートフォンはとても使いやすいですが、到着時に画面に小さな傷がありました。サービスチームに連絡したところ、迅速に対応してくれたので助かりました。","1,6",2.5,0,488
　,"　
新しく購入した靴はデザインが気に入ったのですが、左足のかかとに小さな傷がついていました。これがなければ完璧だったのに残念です。","1,6",2.5,0,494
　,"　
このタブレットは非常に使いやすいですが、画面に微細な傷がいくつか見受けられます。新品とは思えない状態で少しがっかりしました。",6,2.5,0,494
　,"　
購入したジャケットはとても暖かくてお気に入りですが、届いたときに袖口に小さな汚れがあったのが残念でした。クリーニングで落ちることを願っています。","1,6",2.5,0,494
　,"　
家電製品としては非常に優秀ですが、レンジの扉の一部に凹みがあり、見た目が少し気になります。機能には問題ないものの、状態が良ければもっと満足できたと思います。","1,6",2.5,0,494
　,"　
商品が到着した時点で、表面に小さな傷がいくつか見つかり、非常に残念でした。返品を考えましたが、機能は問題ないため、そのまま使うことにしました。","1,6",2.5,0,498
　,"　
このバッグはデザインが気に入って購入しましたが、内側にほつれがあって、少しがっかりしました。サポートに連絡したところ、交換を提案されましたが、手間を考えて修理することにしました。","1,6",2.5,0,498
　,"　
電子レンジを購入したところ、ドアの開閉がスムーズではなく、引っかかる感じがあります。メーカーに問い合わせたところ、修理対応をしてもらえるとのことでしたが、すぐに使いたかったので、そのまま使用しています。",6,2.5,0,498
　,"　
新しく買った靴が届いた時に、左足のつま先部分に明らかな傷があり、非常に不満です。カスタマーサポートに連絡したところ、返品や交換が可能とのことでしたが、急ぎの用事があったため、仕方なくそのまま履くことにしました。",6,2.5,0,498
　,"　
この靴はデザインが気に入ったのですが、届いた時に右足のかかと部分に小さな傷がありました。返品を考えましたが、履いてみたら意外と快適で、結局そのまま使っています。サービスの対応は迅速で、返品手続きも簡単でした。","1,6",2.5,0,715
　,"　
電子レンジを購入しましたが、配達時に外箱がかなり傷んでいました。中身に問題がないことを確認しましたが、到着時の状態には少し不安を感じました。動作は問題なく、温めも均等にできるので満足していますが、外見の傷が気になります。","1,6",2.5,0,715
　,"　
新しく買ったソファは色合いがとても気に入っていますが、クッションの一部に小さな引っかき傷がありました。メーカーに問い合わせたところ、すぐに代替品を送ってくれるとのことでしたので、その点ではサービスが良いと感じました。","1,6",2.5,0,715
　,"　
スマートフォンを購入した際、画面の左下に微細な傷がついているのを見つけました。機能には問題がないのでそのまま使っていますが、新品でこの状態というのは少し残念です。カスタマーサポートに連絡したところ、迅速に対応してもらえました。","1,6",2.5,0,715
　,"　
商品が届いた際、外観はきれいでしたが、残念ながら動作しませんでした。迅速な対応をしてもらったものの、商品自体には不満が残ります。",6,2.5,0,48
　,"　
届いた服はサイズ感がぴったりでしたが、色が思っていたものと違う印象でした。対応は良かったですが、商品の状態には少しがっかりしています。","1,6",2.5,0,48
　,"　
商品が届いたときには特に目立った傷は見当たらず、状態は良好でした。ただ、使っているうちに少しのへこみができてしまったので、やはり配送時の扱いが気になるところです。","6,7",2.5,0,129
　,"　
こちらの靴を購入しましたが、届いた時の状態は悪くなく、見た目もきれいでした。しかし、履いてみると馴染むまでに時間がかかりそうで、初めは少し窮屈に感じました。","1,6",2.5,0,129
　,"　
商品が届いてすぐに開封したけど、外側に目立つ傷があったのが残念だった。機能自体は問題なさそうだけど、やっぱり見た目が気になるよね。","1,6",2.5,0,145
　,"　
Tシャツが届いたけれど、タグが少し曲がっていて、洗濯後の使用感が心配だな。デザインは好きなんだけど、こういう細かいところが気になっちゃう。","1,6",2.5,0,145
　,"　
商品の状態は良好でしたが、配送に関しては少し遅れがありました。特に問題はありませんでしたが、もう少し早く届いてほしかったです。","6,7",2.5,0,153
　,"　
使用感は悪くないが、注文した色とは異なるものが届いたのが残念でした。全体的には満足していますが、もう少し確認してほしいですね。","1,6,7",2.5,0,153
　,"　
商品が届いたとき、箱は無傷で、中身も綺麗でした。ただ、思っていたよりも軽くて、持ち運びが楽でしたが、もう少し重みがあった方が安定感があったかもしれません。全体的には、特に問題なく使用できています。","1,6",2.5,0,159
　,"　
商品は思ったよりも状態が良く、特に傷や汚れも見当たらなかったので満足しています。配送も迅速で、全体的に安心できる買い物でした。","6,7",2.5,0,169
　,"　
この靴は見た目は悪くないものの、履き心地がイマイチでした。ただ、発送は早くて、梱包もしっかりしていました。","1,6,7",2.5,0,169
　,"　
商品が届いたとき、外箱に大きなへこみがありましたが、中身には特に問題はありませんでした。ただ、商品の状態が気になりました。",6,2.5,0,182
　,"　
サイズは合っていますが、購入時に思っていたよりも色合いが薄かったです。商品の機能には影響がないものの、見た目には少し不満があります。",6,2.5,0,182
　,"　
サイズはちょうど良かったのですが、色が思っていたよりも薄かったです。使用には問題ありませんが、もう少し鮮やかな色を期待していました。",6,2.5,0,193
