タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
期待以上に収納力がありました。息子の引っ越しに合わせて購入したのですが、キッチンに置くスペースがなかったため、居住スペースに置くことになりました。届いたとき、梱包が非常にしっかりしていて、段ボールや資材の解体に手間取りましたが、傷一つなく綺麗な状態で、サイズも理想的でした。大学生の息子は「これくらいの大きさがぴったり」と言っており、値段もリーズナブルで冷凍庫の収納力も予想以上で満足しています。","1,3,4,6",2.5,0,159
　,"　
思っていたよりも、かなりの容量があると感じました。息子の引っ越し用に購入したのですが、キッチンに置く場所がなく居住スペースに置くことにしました。商品が届いたとき、しっかりした梱包で、段ボールや資材を解体するのに苦労しましたが、傷もなくすごく綺麗で、サイズも完璧でした。大学生の息子は「これくらいが自分にはちょうどいい」と言い、手頃な価格で冷凍庫も思った以上に物が入るので、とても満足しています。","1,3,4,6",2.5,0,159
　,"　
商品は説明通りで、とても素晴らしいものでした。","6,7",2.5,0,169
　,"　
発送が迅速で、丁寧な梱包に安心感を覚えました。","6,7",2.5,0,169
　,"　
機会があれば、ぜひ再度購入させていただきたいです。","6,7",2.5,0,169
　,"　
ありがとうございました、とても満足しています。","6,7",2.5,0,169
　,"　
外装に傷があったものの、機能については特に問題はありませんでした。",6,2.5,0,182
　,"　
機能的には問題なく動作しましたが、外観に傷が付いていました。",6,2.5,0,182
　,"　
傷が見られた点を除けば、機能的には全く問題はありません。",6,2.5,0,182
　,"　
ただし、傷があったのは残念で、外装も商品として気になるところでした。",6,2.5,0,182
　,"　
製品自体は非常に良いと思います。配送も迅速で、注文の翌日には届きました。しかし、写真に見られるように蓋にひび割れがあり、すぐに交換手続きを行ったところ、交換品もすぐに送られ、次の日に届きました。使用感はとても満足で、濃さの調整ができ、ブラックコーヒーやカフェラテなど、さまざまなコーヒーが楽しめます。","1,4,6,7",2.5,0,193
　,"　
私はこの製品がとても良いと感じています。配送は素早く、注文した翌日には手元に届きました。ただし、写真にある通り、蓋にひびが入っていて、すぐに交換を依頼しましたが、交換品も早く到着し、次の日には手に入りました。使い心地は良く、濃さを調整できるため、ブラックコーヒーやカフェラテなど多様なコーヒーが作れます。","1,4,6,7",2.5,0,193
　,"　
この製品は本当に良いと思います。配送は迅速で、翌日には商品が届きましたが、蓋には写真のようにひび割れがありました。すぐに交換を依頼すると、交換品もすぐに対応してくれて、次の日には届きました。使用感については良好で、濃さを調整できるので、様々な種類のコーヒーが楽しめます。","1,4,6,7",2.5,0,193
　,"　
製品そのものは素晴らしいと感じています。配送も素早く、注文の翌日には届きましたが、蓋にひびが入っているのが写真で確認できました。すぐに交換手続きをすると、交換品も迅速に対応してくれ、翌日には届きました。使用感は申し分なく、濃さを調整し、ブラックコーヒーやカフェラテなど多彩なコーヒーを楽しむことができます。","1,4,6,7",2.5,0,193
　,"　
二台目の購入です。コーヒーがとても美味しくて満足しています。ただ、トレイの穴からお湯が漏れるのが海外製品らしいですね（笑）。それを除けば、全体的には良い商品です。",6,2.5,0,196
　,"　
2台目を買い替えました。美味しいコーヒーを楽しめています。ただ、トレイの穴からお湯が漏れるのは海外製品特有なのかもしれません（笑）。それ以外は満足しています。",6,2.5,0,196
　,"　
2台目の購入です。素晴らしくおいしいコーヒーが楽しめます。海外製品だからか、トレイの穴からお湯が漏れてしまうのが気になりますね（笑）。でも、それ以外は良い点が多いです。",6,2.5,0,196
　,"　
二台目を買い換えました。飲むコーヒーは素晴らしく美味しいです。ただ、トレイの穴からお湯が漏れ出すのは海外製品の特徴かもしれません（笑）。それを除けば、全体的には良いと思います。",6,2.5,0,196
　,"　
おすすめです。中古品が少し安かったので、「とても良い」と評価されているものを選びましたが、届いた際に箱からコーヒーの粉が大量に出てきて、本体が全く清掃されていないことが分かりました。その状態は出荷直前まで使っていたのではないかというレベルだったので、返品を決断しました。新品を購入しようとしたところ、Amazonプライムセールで中古品よりも新品が安くなっていて、セールを待つ方が得だと感じました。","1,2,3,4,6",2.5,0,203
　,"　
私は中古品が少しだけ安いと聞いて、「とても良い」状態のものを購入しましたが、届いたものは箱からコーヒーの粉がたくさん出てきて、全く清掃されていない本体が入っていました。まるで出荷直前まで使っていたかのような状態だったので、返品しました。その後、新品のチェックをしていたら、Amazonプライムセールで新品の方が中古品よりも安くなっており、セールを待つ方が得だと気づきました。","1,2,3,4,6",2.5,0,203
　,"　
おすすめします。少しだけ安い中古品を「とても良い」との評価で購入しましたが、届いた際には箱から大量のコーヒー粉が出てきて、本体が全然清掃されていないことに驚きました。出荷直前まで使用していたのかと思わせるほどの状態だったので、返品を選びました。その後、新品を購入する際にAmazonプライムセールで中古品よりも安くなっていることを見つけ、セールを待つことが得策だと実感しました。","1,2,3,4,6",2.5,0,203
　,"　
中古品が少し安かったので、状態が「とても良い」とされているものを購入しましたが、届いてみると箱からコーヒーの粉が大量に出てきて、本体は全く掃除されていない状態でした。まるで出荷直前まで使用されていたような感じだったので、返品することにしました。新品をチェックしたところ、Amazonプライムセールで新品が中古品よりも安くなっていて、待った方が得だと気づきました。","1,2,3,4,6",2.5,0,203
　,"　
QOLが向上します。エントリーモデルとしては非常に優れていると思います。これからはさまざまな豆を試して楽しむ予定です。ちなみに、購入後すぐに一杯淹れたところ壊れてしまいましたが、メーカーに修理を依頼すると1週間ほどで直りました。壊れるのが早かったものの、修理も迅速でした。その後は問題なく快適に使えています。","1,4,6",2.5,0,258
　,"　
生活の質が向上します。エントリーモデルとしては十分な性能ではないかと思います。これから様々な豆を試して楽しむつもりです。ちなみに、購入してすぐに一杯淹れた際に壊れてしまい、メーカーに修理を頼んだところ、1週間ほどで完了しました。壊れるのが早かったですが、修理はスピーディーでした。それ以降は快適に使えています。","1,4,6",2.5,0,258
　,"　
生活の質があがります。エントリーモデルとしては申し分ないクオリティだと感じます。これから多くの豆を試しながら楽しんでいきたいです。ちなみに、購入してすぐに淹れた一杯で壊れてしまいましたが、メーカーに修理を依頼したら、約1週間で修理が完了しました。壊れるのが早かったものの、修理は迅速に行われました。その後は快適に使用できています。","1,4,6",2.5,0,258
　,"　
QOLが向上するでしょう。エントリーモデルとしては非常に満足できるものだと思います。今後は色々な豆を試して楽しむつもりです。ちなみに、購入してすぐに一杯淹れた後に壊れましたが、メーカーに修理をお願いしたところ、1週間ほどで修理が完了しました。壊れるのが早かったですが、修理の対応も速かったです。その後は快適に使えるようになっています。","1,4,6",2.5,0,258
　,"　
いくつかのトラブルがありましたが、付属品が欠けていたり、異なる型番の説明書が同梱されていたり、動かない商品があったため、2回返品して再発送を受けました。しかし、正常品が届いてからは問題なく使えています。","6,7",2.5,0,266
　,"　
いろいろと慌ただしい状況でしたが、付属品がなかったり、間違った型番の取扱説明書が入っていたり、動作しない商品があったため、2度の返品と再発送が必要でした。それでも、正常品が届いてからは順調に使用できています。","6,7",2.5,0,266
　,"　
多少の混乱があったものの、付属品の不足や異なる品番の取扱説明書が同梱されていたり、動かない製品があって2回返品と再発送を行いましたが、正常品が届いてからは問題なく利用しています。","6,7",2.5,0,266
　,"　
いくつかのトラブルが続いたため、付属品が欠けていたり、違う型番の取扱説明書が付いていたり、動作しない商品があったことで2回返品し再発送となりましたが、その後は正常品が届き、問題なく使用しています。","6,7",2.5,0,266
　,"　
購入は満足でしたが、メッシュフィルターが1つ足りないことに気づかずに購入してしまったのが残念です。","3,6",2.5,0,287
　,"　
価格は手ごろで良い買い物でしたが、メッシュフィルターが1つ欠けていることに気づかずに買ってしまいました。",6,2.5,0,287
　,"　
全体的には満足のいく買い物でしたが、メッシュフィルターが1つ付属していないことに気づかずに購入してしまったのが悔やまれます。",6,2.5,0,287
　,"　
お得な買い物ができましたが、メッシュフィルターが1つないことに気づかずに購入してしまったのが残念でした。",6,2.5,0,287
　,"　
お手入れが簡単で、とても助かっています。発注の翌日に届いたことに感謝しつつ、商品は非常に清潔で美しいものでした。早速使用してみると、水入れが外せて、意外にもスペースを取らないのでキッチンでも邪魔になりません。入れ方も選べるので、非常に満足しています。","1,6,7",2.5,0,311
　,"　
使用してみて、お手入れが楽そうで嬉しいです。まず、翌日には商品が届いたことに感謝しています。清掃が行き届いていてとても綺麗な商品でした。水入れが取り外せることや、コンパクトなデザインでキッチンに収まりやすいことが気に入っています。","1,6,7",2.5,0,311
　,"　
お手入れがしやすいのが一番のポイントです。購入後、翌日に品物が届いたことに感謝しており、商品自体も驚くほど清潔でした。さっそく使ってみると、水入れが簡単に外せるのが便利で、キッチンにもフィットするサイズ感です。入れ方も選択できるので、大変満足しています。","1,6,7",2.5,0,311
　,"　
商品のお手入れがとても楽だと感じています。まず、注文した翌日に届いたことに感謝し、商品が非常に綺麗で清掃が行き届いているのに驚きました。実際に使ってみると、水入れが取り外せるのが便利で、キッチンに置いても邪魔にならないサイズ感が良かったです。入れ方の選択肢が多いのも嬉しいポイントです。","1,6,7",2.5,0,311
　,"　
美味しいコーヒーが楽しめるので、中古品でお得な価格で購入しました。","3,4,6",2.5,0,317
　,"　
到着後は毎日使っていますが、多少の使用感はあるものの全く問題ありません。","3,4,6",2.5,0,317
　,"　
とにかく、コーヒーの味が素晴らしいです。","3,4,6",2.5,0,317
　,"　
安価な中古品だったため購入しましたが、美味しいコーヒーを毎日楽しめています。","3,4,6",2.5,0,317
　,"　
音はかなり大きく感じましたが、味や手軽さ、手入れのしやすさは非常に良かったです。また、中古品だったのか計量スプーンが付属していなかったのが残念でした。","1,6",2.5,0,336
　,"　
手入れのしやすさや味、お手軽さは優れていましたが、音がかなり大きかったのが気になりました。中古だったためか、計量スプーンが付いていなかったのも残念です。","1,6",2.5,0,336
　,"　
お手軽さや味、手入れのしやすさは非常に良好でしたが、音が大きかったのが印象的でした。中古品だったのか、計量スプーンが欠けていたのが残念でした。","1,6",2.5,0,336
　,"　
手入れのしやすさ、味、お手軽さは素晴らしかったのですが、音の大きさが気になりました。また、中古だったせいか計量スプーンが入っていなかったのが残念に思います。","1,6",2.5,0,336
　,"　
中古品を「付属品完備」とのことで注文し、期待して待っていましたが、到着後に確認すると「粗びき用メッシュフィルター(緑色)」が見当たりませんでした。茶色の「中細びき用メッシュフィルター」は装着されていたため、使用には問題ありませんでしたが、記載通りの付属品がなかったのは残念でした。",6,2.5,0,339
　,"　
ほぼ新品の中古品を「付属品完備」との説明を信じて購入しましたが、届いて開けてみると「粗びき用メッシュフィルター(緑色)」が見つからずがっかりしました。装着済みの茶色の「中細びき用メッシュフィルター」は使えたので良かったですが、完全な付属品がなかったのが残念です。",6,2.5,0,339
　,"　
「付属品完備」とのことで注文した中古品に期待していましたが、到着後に確認したところ「粗びき用メッシュフィルター(緑色)」が見つかりませんでした。茶色の「中細びき用メッシュフィルター」は問題なく使用できたものの、記載通りではなかったため少しがっかりしました。",6,2.5,0,339
　,"　
中古品で「付属品完備」と書かれていたので、お得に購入できたと喜んでいましたが、実際に届いて確認したら「粗びき用メッシュフィルター(緑色)」が欠けていました。茶色の「中細びき用メッシュフィルター」は使えたので、製品自体には満足していますが、付属品が不足していたのは残念です。",6,2.5,0,339
　,"　
中古品として購入したものの、新品に近い状態です。",6,2.5,0,348
　,"　
外観が綺麗で、何の不具合もなく使えています。",6,2.5,0,348
　,"　
新古品と言っても良いクオリティで、大変満足しています。",6,2.5,0,348
　,"　
丁寧なお礼状に感動し、心温まる思いがしました。",6,2.5,0,348
　,"　
アウトレット品を購入したため、本体はプチプチで包まれて届きましたが、普通に使えています。ちょっと驚きましたが、使用感もなく、満足しています。サーモスのポットは素晴らしい保温性を持ち、6時間は温かさが持続します。","1,6",2.5,0,384
　,"　
購入したのはアウトレット品で、プチプチに包まれた本体が届いて少し驚きましたが、特に問題なく使えています。使用感も気にならず、満足しているところです。サーモスのポット部分は、保温性が非常に高く、6時間はしっかり温かいです。","1,6",2.5,0,384
　,"　
本体がプチプチで包まれて届いたアウトレット品を購入しましたが、普通に使用できています。少し驚きましたが、使い心地は無難で満足しています。サーモスのポットは保温性が抜群で、6時間も温かさを保っています。","1,6",2.5,0,384
　,"　
アウトレット品のため、本体がプチプチで包まれていたのには少し驚きましたが、普通に使えています。使用感は特にないので、満足度は高いです。サーモスのポットは保温性が優れていて、6時間は温かい状態をキープしています。","1,6",2.5,0,384
　,"　
サイズはちょうどよく、使い勝手も良いと感じましたが、注水メモリが光の影響で見づらいことがあるかもしれません。開封後すぐに気付けば良かったのですが、付属品（計量スプーンなど）が入っていなかったのが残念でした。これはメーカーの手違いなのか、新古品だったのでしょうか？購入店からの連絡によれば、中古品のため付属品はなく、販売表示にもその旨が記載されていなかったとのことです。ご迷惑をおかけしました。","1,6",2.5,0,411
　,"　
使いやすさとサイズ感には満足していますが、注水メモリが光の加減で見づらく感じることがあります。開封した時に気づけば良かったですが、計量スプーンなどの付属品が欠けていたのが残念でした。これはメーカーのミスか、新古品なのかと思いました。購入したお店から連絡があり、付属品は中古品のために無いこと、そして販売情報にもその詳細が記載されていなかったとのことでした。お詫び申し上げます。","1,6",2.5,0,411
　,"　
サイズ感と使いやすさは高評価ですが、注水メモリが光の具合で見づらい場合があります。開封時に気づいていればよかったのですが、付属品（例：計量スプーン）が欠けていたことが残念でした。これはメーカーの手違いなのか、新古品だったのか疑問です。購入先からの連絡によると、中古品のため付属品はなく、販売の際にもその旨が明記されていなかったとのことです。ご迷惑をおかけして申し訳ありません。","1,6",2.5,0,411
　,"　
使いやすさとサイズ感は良いと思いますが、注水メモリが光によって見えにくいことがあります。開封時に気づけば良かったのですが、計量スプーンなどの付属品が欠けていたのが残念でした。メーカーのミスか、新古品だったのかもしれません。購入したお店からは、中古品であるため付属品がないこと、そして販売表示にもその情報が記載されていなかったと連絡がありました。お詫び申し上げます。","1,6",2.5,0,411
　,"　
対応が迅速だったので、とても楽しかったです。",6,2.5,0,417
　,"　
楽しい体験ができましたが、故障への対応も素早かったです。",6,2.5,0,417
　,"　
故障に対する対応が早かったおかげで、楽しい時間を過ごせました。",6,2.5,0,417
　,"　
迅速な故障対応があり、とても楽しいと感じました。",6,2.5,0,417
　,"　
スリムでスタイリッシュなデザインが気に入っています。シンプルな形状も素晴らしいです。水を注ぐ部分は外れない仕様ですが、入れる口が小さいため、軽量カップやティファールを使って水を入れています。ステンレス製で保温性が高いポットが特にお気に入りです。商品箱に直接宛名シールが貼られている状態で届きました。","1,4,6",2.5,0,455
　,"　
この商品はスリムでシンプル、かつスタイリッシュです。水を入れる口が小さく外れないため、軽量カップやティファールを活用して水を入れています。保温性があるステンレス製のポットがとても気に入っています。届いた時には、商品箱に宛名シールがそのまま貼られていました。","1,4,6",2.5,0,455
　,"　
シンプルでスタイリッシュなスリムデザインが魅力的です。水を入れる部分が外れず、口が小さいため、軽量カップやティファールを使って注いでいます。保温性に優れたステンレス製ポットが特にお気に入りです。商品の梱包はなく、箱に直接宛名シールが貼られていました。","1,4,6",2.5,0,455
　,"　
スリムでありながらスタイリッシュなシンプルさが気に入っています。水を入れる口が小さく、外れない構造なので、軽量カップやティファールを使って水を注入しています。保温性が高いステンレス製のポットが好きです。商品が届いた際、箱に宛名シールが直接貼られていました。","1,4,6",2.5,0,455
　,"　
使い勝手は良いのですが、冷蔵庫の奥の穴が黒ずむのが唯一の不満です。","1,6",2.5,0,494
　,"　
とても便利ですが、冷蔵庫の奥にある穴が黒くなってしまうのが気になります。","1,6",2.5,0,494
　,"　
使いやすさは申し分ないのですが、冷蔵庫の奥の穴が黒くなるのが唯一の難点です。","1,6",2.5,0,494
　,"　
使用感は良好ですが、冷蔵庫の奥の穴がなぜか黒ずんでしまう点が気にかかります。","1,6",2.5,0,494
　,"　
高さに不均一が見られました。前側には調整可能なネジ式の脚がありましたが、後ろ側にはそれがなく、かなりの差がありました。設置を担当してくれた方は返品を勧めてくれましたが、生活に必要なため、そのまま使っています。設置担当者が左右の差を少しでも解消するように努力してくれたため、ヤマトの株価は急上昇しました。","1,6",2.5,0,498
　,"　
高さにバラつきがありました。前面には調整可能なネジ脚が付いていましたが、後面にはそれがなく、結構な差が生じていました。設置に来た作業員は返品を提案しましたが、必要なためそのまま利用しています。作業員が左右の差を埋めるように工夫してくれたおかげで、ヤマトの株価は上昇しました。","1,6",2.5,0,498
　,"　
高さに差が感じられました。前側は調節できるネジ式の脚があるのですが、後ろ側はそれがなく、かなりの差がありました。設置に来た作業員の方は返品を勧めてくれましたが、生活上必要なため、結局そのまま使っています。設置の方が左右の差を少しでも縮めるように努力してくれたので、ヤマトの株は急上昇しました。","1,6",2.5,0,498
　,"　
高さに不均一さがありました。前側には調整できるネジ式の脚がある一方で、後ろ側にはそれがなく、かなりの差がありました。作業員は返品することも考えた方がいいと提案してくれましたが、生活必需品なのでそのまま使用しています。担当者が左右の差を少しでも改善しようと工夫してくれたので、ヤマトの株価は大きく上がりました。","1,6",2.5,0,498
　,"　
とてもお手頃でした。見た目は少し安っぽいですが、吸引力はしっかりしており、延長管の長さも調整可能で、価格に対して満足できる機能です。コードも十分な長さがあります。付属の隙間用ノズルとブラシの性能がもう少し良ければ嬉しかったです。ただ、箱から出した際にすぐに見える傷が4つあったのが残念でした。","1,3,6",2.5,0,715
　,"　
価格がとてもリーズナブルでした。見た目は少しチープですが、吸引力は優れており、延長管の長さも調整できるため、コストパフォーマンスは良好です。コードの長さも申し分ありません。ただ、付属のノズルとブラシの性能がもう少し良ければ良かったと思います。惜しいことに、箱を開けた時に目立つ傷が4箇所ありました。","1,3,6",2.5,0,715
　,"　
かなり安価でした。少々チープな外観ですが、吸引力はしっかりしていて、延長管の調整もできるので、値段以上の機能が備わっています。コードの長さも十分です。付属のノズルやブラシがもう少し性能が高ければ良かったですが、箱から出した際に傷が4つ見つかったのは残念でした。","1,3,6",2.5,0,715
　,"　
非常に安い価格でした。見た目はやや安っぽいものの、吸引力は十分で、延長管の長さ調整が可能なので、価格に対する機能性は良いです。コードの長さも満足できる範囲です。付属の隙間用ノズルとブラシの性能がもう少し良ければ嬉しいですが、開封時に目立つ傷が4つ見つかった点は残念に思いました。","1,3,6",2.5,0,715
　,"　
商品が届いたものの、片方しか動作しない不良品でしたが、迅速な対応をしていただき、現在は新しい商品が届くのを待っているところです。片方の動作のみでしたが、試したところ風は涼しく、音も気にならない程度だと感じました。不良品でしたが、すぐに対応してもらえたので、4日ほどで新しい商品が届くとのことで、評価は星4つにしました。","1,6",2.5,0,48
　,"　
残念ながら届いた商品は片方が動かない不良品でしたが、メッセージを送ると迅速に対応していただき、今は新しい商品の到着を楽しみにしています。動作する片方を試してみたところ、涼しい風が感じられ、音もあまり気になりませんでした。不具合がありましたが、素早く対応してもらえたので、4日後に新しい商品が届く予定で、星4つと評価しました。","1,6",2.5,0,48
　,"　
届いた商品には片方が作動しないという欠陥がありましたが、すぐに対応してもらい、今は新しい商品を待っている状況です。動作する片方を試したところ、涼しい風が感じられ、音も気にするほどではありませんでした。今回の不良品についても迅速な対応をしていただけたため、4日後に新商品が届くとのことで、星4つをつけました。","1,6",2.5,0,48
　,"　
今回届いた商品は片方が動作しない不良品でしたが、メッセージを送ると即座に対応していただき、新商品が届くのを待っています。試しに動く片方を使ってみたところ、涼しい風が感じられ、音もあまり気になりませんでした。欠陥商品でしたが、迅速な対応のおかげで、4日後には手元に新商品が届くとのことで、星4つの評価をしました。","1,6",2.5,0,48
　,"　
購入時には相性が重要で、私はAmazonでこの商品を買いました。値段に見合った品質だと感じています。ヤマト運輸の配達員がインターフォンを鳴らし、「ここに置いておきますね」と声をかけてくれたので、安心して設置できました。以前の配達では製品が破損したことがあったため、少し心配していました。","1,3,6,7",2.5,0,129
　,"　
私は相性を考えてAmazonで購入しましたが、価格に対して納得できる品質だと思います。配達員がインターフォンを鳴らして、「ここに置きます」と伝えてくれたので、スムーズに設置できました。過去には配達時に破損があったので、心配していましたが問題ありませんでした。","1,3,6,7",2.5,0,129
　,"　
購入時の相性を重視して、私はAmazonから買いました。価格相応の製品だと感じています。ヤマト運輸の配達員がインターフォンを鳴らし、「ここに置きます」と言ってくれたおかげで、安心して使うことができました。過去に製品破損のトラブルがあったので、少し不安でした。","1,3,6,7",2.5,0,129
　,"　
購入する際には相性が大切だと考え、Amazonで購入しました。値段に対しては満足しています。配達時、ヤマト運輸の配達員がインターフォンを鳴らして「ここに置きますね」と言ってくれたので、スムーズに設置できました。以前は配達時に製品が壊れたことがあったため、心配していました。","1,3,6,7",2.5,0,129
　,"　
冷蔵庫に触るのが少し不安でしたが、ダンボールから取り出して本体に触れたら静電気がきました。  
機能自体は優れていると思いますが、中の部品には工場でそのままついたような傷があり、気になる方には気になるかもしれません。  
シールも斜めに貼られていることがあり、大量生産の影響なのかなと感じます。","1,6",2.5,0,145
　,"　
この冷蔵庫には触れるのが怖いと感じました。  
ダンボールから出した後、本体に触れると静電気に襲われましたが、商品の機能は良いと思います。  
ただ、内部の部品には工場での傷が残っているものがあり、気になる人には気になるでしょう。  
シールも斜めに貼られていることがあり、大量生産のため仕方ないのかもしれません。","1,6",2.5,0,145
　,"　
冷蔵庫に触れるのが怖いと思ったのですが、箱から出した後に本体に触れると静電気を感じました。  
商品の機能は素晴らしいと思いますが、内部の部品に工場の傷があったり、シールが斜めに貼られていたりしました。  
気になる人には気になるポイントかもしれませんが、大量生産の影響も理解できます。","1,6",2.5,0,145
　,"　
この冷蔵庫には触れるのが怖いと思いましたが、ダンボールを開けて本体に触れたら静電気がきました。  
機能面では優れた商品ですが、冷蔵庫の内部には工場で残ったと思われる傷があり、気になる方には気になるかもしれません。  
また、シールが斜めに貼られていることもありましたが、大量生産なので仕方ないのかもしれません。","1,6",2.5,0,145
　,"　
性能に満足しており、コストパフォーマンスも良好です。私室用に購入したのですが、付属の氷ストッカーと冷凍室棚が思った以上に役立っています。一人の時間を氷で楽しんでいます。扉に小さな縦傷があったのが気になりますが、機能には問題ないので、逆にその傷に愛着を持つことにしました。","1,3,4,6",2.5,0,153
　,"　
私室用にこの商品を購入しましたが、コスパが良くて性能にも満足しています。付属品の氷ストッカーと冷凍室棚は期待以上で、一人の時間を氷で楽しんでいます。ただ、扉に小さな縦傷があったのが少し気になりますが、性能には影響がないので、逆にその傷に親しみを感じています。","1,3,4,6",2.5,0,153
　,"　
購入したこの商品は、私室用に最適で、コストパフォーマンスが素晴らしいです。性能にも満足しており、意外と役立つ付属の氷ストッカーと冷凍室棚が気に入っています。一人で過ごす時間に氷を楽しんでいます。扉に小さな縦傷があるのが気になりましたが、性能には問題がないため、その傷を愛着のあるものとして受け入れました。","1,3,4,6",2.5,0,153
　,"　
こちらの商品は私室用に購入し、コスパが良くて性能にも満足しています。氷ストッカーと冷凍室棚といった付属品も思った以上にありがたいです。一人の時間を氷で楽しんでいます。扉に小さな縦傷があったのが少し気になりましたが、性能に問題はなかったので、その傷に愛着を感じることにしました。","1,3,4,6",2.5,0,153
　,"　
思ったよりもかなりの収納力がありました。息子の引っ越しの際に小型の冷蔵庫を探していたのですが、キッチンのスペースが足りず居住スペースに置くことになりました。届いた時には梱包がしっかりしていて、段ボールを解体するのが大変でしたが、傷もなく綺麗でサイズもピッタリでした。大学生の息子は『これくらいがちょうどいい』と言っており、値段も手頃で冷凍庫にも十分な収納があるので満足しています。","1,3,4,6",2.5,0,159
　,"　
予想以上にたくさん入りますね。息子の引っ越しのために小型の冷蔵庫を注文したのですが、キッチンに置けず居住スペースに設置することになりました。届いた際、梱包がとても頑丈で段ボールを解体するのが大変でしたが、傷一つなく美しい状態で、サイズも完璧でした。大学生の息子は『これくらいがちょうど良い』と満足していて、価格も手頃で冷凍庫も思ったより容量があって嬉しいです。","1,3,4,6",2.5,0,159
　,"　
予想以上に収納力があります。息子の引っ越しのために、この小さい冷蔵庫を選んだのですが、キッチンのスペースが足りず、居住スペースに置かざるを得ませんでした。商品が届くと、梱包が非常にしっかりしていて段ボールの解体に手間取ったものの、傷が全くなく綺麗で、サイズも理想的でした。息子は大学生で『これくらいがちょうどいい』と言っており、価格も手頃で冷凍庫も予想以上に物が入るので満足しています。","1,3,4,6",2.5,0,159
　,"　
思っていたよりも収納が豊富です。息子の引っ越しに合わせて小型冷蔵庫を注文したのですが、キッチンにスペースがなく居住スペースに置くことになりました。届いた時の梱包は非常に頑丈で、段ボールを解体するのに苦労しましたが、傷一つなく美しい状態で、サイズも理想的でした。大学生の息子は『これくらいがちょうどいい』と感じており、値段もリーズナブルで冷凍庫も思ったより物が入るため満足しています。","1,3,4,6",2.5,0,159
　,"　
商品説明に忠実で、とても素晴らしい商品でした。発送も迅速で、梱包がしっかりしていて安心感がありました。また機会があれば、ぜひ購入したいと思います。感謝しています。","6,7",2.5,0,169
　,"　
とても良い商品で、商品説明の通りでした。梱包が丁寧で、発送も早く安心できました。機会があれば、また購入させていただきたいです。ありがとうございました。","6,7",2.5,0,169
　,"　
商品説明どおりの素晴らしい商品でした。発送が迅速で、丁寧な梱包に安心感を覚えました。次回もぜひ購入したいと思います。感謝申し上げます。","6,7",2.5,0,169
　,"　
とても良い商品で、説明通りでした。発送が早く、梱包も丁寧で安心しました。また機会があれば、ぜひ購入させていただきます。ありがとうございました。","6,7",2.5,0,169
　,"　
外装に傷があったが、機能には問題はなかった。",6,2.5,0,182
　,"　
機能面では問題がなかったが、傷がついていたのが気になった。",6,2.5,0,182
　,"　
商品には傷があったものの、使用には支障がなかった。",6,2.5,0,182
　,"　
外装の傷を除けば、機能的には何も問題はなかった。",6,2.5,0,182
　,"　
製品の品質は素晴らしいと感じました。配送も迅速で、注文の翌日に届きました。しかし、写真で見た通り、蓋にひびが入っていたため、すぐに交換手続きを行ったところ、交換品も迅速に対応してくれて翌日には手元に届きました。使用感も良好で、濃さを調整しながら、ブラックコーヒーやカフェラテなど多様なコーヒーを楽しむことができます。","1,4,6,7",2.5,0,193
　,"　
商品自体はとても良いと思います。配送は素早く、注文してから翌日に届きました。ただし、写真に映っているように蓋にひびが入っていたため、すぐに交換の手続きをしましたが、交換品もすぐに対応してくれ、翌日には届きました。使用感も良好で、濃さの調整ができ、ブラックコーヒーからカフェラテまで様々なコーヒーを作れます。","1,4,6,7",2.5,0,193
　,"　
この製品は非常に良いと思います。配送は迅速で、注文の次の日に商品が届きました。しかし、見た目通り蓋にひびが入っていたため、すぐに交換を依頼したところ、交換品も早く届き、次の日には手元にありました。使い心地は良く、濃さの調整が可能で、ブラックコーヒーやカフェラテなど多種類のコーヒーを作ることができます。","1,4,6,7",2.5,0,193
　,"　
製品自体は素晴らしいと考えています。配送は非常に早く、注文してから翌日には手元に届きました。ただし、写真の通り蓋にヒビが入っていたため、すぐに交換をお願いしたところ、迅速な対応で交換品も翌日には届きました。使用感は良く、濃さを調整しながら、ブラックコーヒーやカフェラテなど様々なコーヒーを楽しむことができます。","1,4,6,7",2.5,0,193
　,"　
二台目を購入しましたが、素晴らしい味のコーヒーが楽しめます。",6,2.5,0,196
　,"　
海外製品なのか、トレイの穴からお湯が漏れてしまうのが気になります(笑)。",6,2.5,0,196
　,"　
それを除けば、全体的には満足しています。",6,2.5,0,196
　,"　
コーヒーの味は素晴らしく、二台目を買い替えた甲斐がありましたが、トレイの穴からお湯が漏れるのがちょっと残念です(笑)。",6,2.5,0,196
　,"　
中古品が少し安かったので「とても良い」状態のものを選びましたが、届いた箱からコーヒーの粉が大量に出てきて、明らかに清掃がされていない状態でした。出荷直前まで使用されていたようで、さすがに返品を決断しました。その後、新品を購入しようと見てみると、Amazonプライムセールで中古の価格よりも新品が安いことに気づきました。新品はもちろんきれいで使いやすく、毎日手軽にカフェラテが楽しめるので大満足です。","1,2,3,4,6",2.5,0,203
